PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Gender___female,Gender___male,Gender___other,City___adana,City___ankara,City___antalya,City___bursa,City___eskisehir,City___gaziantep,City___istanbul,City___izmir,City___kayseri,City___konya,Product_Category___beauty,Product_Category___books,Product_Category___electronics,Product_Category___fashion,Product_Category___food,Product_Category___home & garden,Product_Category___sports,Product_Category___toys,Payment_Method___bank transfer,Payment_Method___cash on delivery,Payment_Method___credit card,Payment_Method___debit card,Payment_Method___digital wallet,Device_Type___desktop,Device_Type___mobile,Device_Type___tablet,Is_Returning_Customer___False,Is_Returning_Customer___True,objetivo
-0.2830836578448513,-1.154529074587588,0.8146696395366121,-0.7978073557359869,1.2918767329798426,1.8475487632125243,0.15186628858365048,0.24795128955955667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,567.2
-0.4977534473150672,0.82225443303811,0.5500534415539285,0.6821363599938851,-0.22331301459296846,-0.5432113880783743,0.005258038786236619,0.1509753087394856,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,144.24
-0.5003546406839446,-0.1580349198152296,-0.6107146397087841,0.22455332313278542,1.6738239030342423,-0.6574989873682701,-0.48282328874161284,0.030758007624399345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,788.7
-0.377672553738705,0.7298667117722349,2.150665730022898,-1.3425510744788889,-0.4466130574492923,1.4280542988653118,-1.6453055432761141,-0.06313268752841628,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,284.16
-0.18929042106248814,-1.0496120998135985,0.3563293725348746,-0.47804559758894755,0.8276558207421687,1.3896149665008029,-0.12963855133627786,0.3074381442067917,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,590.86
-0.21170325201049778,-1.3150122555918897,0.6921112756655448,0.5028247577544697,1.1992018094552368,-0.3248019448413794,0.6768747050252159,-0.052495733637979235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1317.65
-0.4947832662495656,-0.8386023682424812,-0.8221529028552181,-0.8919649008407569,0.29715695915050533,-2.457741941214364,-0.07449739204759306,0.13091914422791728,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,265.45
-0.3120008664303697,-0.8662166487412737,0.6274422577204505,0.2504817873659725,-0.1154128365581212,-1.2481563101951618,0.2550249789144986,0.05416993386449909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,975.42
-0.3294243424598945,-1.9675652179682634,0.058548118706213445,2.025339038855049,-0.5919593447406446,-0.2224508445328612,0.3867429446048625,0.08053683634092225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,186.54
-0.39300970248739175,-1.812386648115118,-0.47704804047989213,1.8144140618746525,-0.203420874737783,-0.9977771921723697,0.29446550992173604,0.2897133069740603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,39.02
0.18050200738425792,1.0630841046883837,0.5703301508906035,-0.5515886725303547,1.3768660186004889,-1.388256644023412,0.0034088143423825156,-0.5559428335389206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3838.65
-0.4409011531712851,0.20903482459213318,1.8999760252278788,-0.17652298196468888,1.7592598504930042,0.8885195509045503,0.6685831933017897,0.14662218438742367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,459.75
-0.5897689108392417,0.7278118149248395,0.03163498255602214,-0.02131219723245205,-1.0431673432355995,-1.7553197523007769,0.5810002043898576,0.297091006190279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.92
-0.21103947284582736,-0.07034583493086051,0.49456265356174284,0.050353056874831825,-0.030291604805892866,0.18182438621808197,-0.27993561902587005,0.3314257460763075,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,301.06
0.4325444028621917,-0.6187586779924021,-1.270144037054296,1.1173956067329047,-0.01868065318071175,0.06589948805415181,0.7538114149076772,-0.8170207515132383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2154.72
-0.022234422473000604,-0.042039912066499596,0.5979547738071683,-1.0642226169514915,0.3041875940741277,-1.334304728008468,-0.8290714616154865,-0.36202269698896333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2168.84
-0.1664536579521994,-0.5252694473644003,-0.05063069878124861,0.47485707697596663,1.3547165723863355,-1.4933239256564146,-0.08108600719820235,0.34071236920383147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,587.1
-0.5316801614336781,0.1555528366854604,-0.7860593805696426,-1.104268297132624,-0.1486052705630003,-0.6554080917396292,-0.22453490158983527,0.07733184025841866,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,446.25
-0.5843216416500188,0.044279908065217234,1.6811200170786755,-0.9382610038984771,-0.5635861809470404,2.100422913329721,-0.37910572188090363,0.2692911341497603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.5
-0.4857425850484138,-1.4625154850441031,-1.042473938209961,0.18523817477749943,-0.4482475880914901,-0.6548713593090851,1.4464027209411479,0.20493715492630094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,184.89
-0.42439464126327914,-0.12035453518817615,0.715664004508557,1.3441121853296787,-0.049124818980351745,0.32984483061162395,0.19826948861803892,0.3183666377702194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.52
0.6556669676468326,-2.3391728648700023,-1.5897433085595776,-1.1973051982012874,0.13772924824604857,-0.6383978839607963,-0.6455655719494442,0.5362717616281903,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1987.6
-0.039051934751325706,0.015773931741063455,0.20459330507775633,0.21249180714295146,-0.5891346927572322,-0.8920204861894199,-1.3202770254217266,0.3308248868343618,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,211.59
0.16194275618958406,1.3143071739753927,-0.05424280957642865,0.19438227577281025,-0.048237894903473355,0.6781138521097703,0.3123188942505361,0.5189029211138563,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,275.37
-0.322866845420737,0.22919906752699387,0.12902171342176913,0.2256035806800416,-0.5065113653163829,0.9364622309327068,1.0085604943085034,0.2758017856922424,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,41.48
-0.6153924262556622,0.10791491994811565,0.036085852797596005,1.8492627309528575,0.2866133485776821,0.8614027789054792,0.9382105828093116,0.2818944216952893,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,42.89
-0.284799139439816,-0.20297363815774672,0.6713588050723583,0.4096428027022242,-0.37792772021348353,1.2332863378465488,0.44722743377112195,0.36999421315596404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,105.42
0.4376505721972684,1.9742460605787133,-0.7702446695574808,-1.1757576815373953,0.15784451920827514,-1.0458649071856347,0.7897361658670533,0.6885123891079036,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1043.81
0.21385026937611099,-1.3535745910789458,-0.06995832981103639,0.3510866040664052,-0.6898662213981225,0.9358077126027615,-0.7197888526074507,0.41770520042493203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,264.76
0.005381096849368304,-1.8303580401285953,0.28812480001285745,0.42430916949027553,0.7315613485528354,-1.275016029535826,0.524597583329389,-0.25056539154318164,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2211.0
-0.5438612651973085,0.3954193865047728,-0.7822435064219082,-0.8130438771989849,-0.4272297735959548,-0.09737274739031458,0.048384730021168734,0.09334177233112802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,659.8
-0.5252461664185518,1.2305052893637771,-0.8322863401167657,-0.7676291600170871,0.5435506384059744,2.6308899574096554,0.38747904217632817,-0.03863896192287704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1282.92
-0.3179018086577838,1.0959744065427748,1.0473523694556839,1.1980646196643536,1.1827282173734652,0.46760801100512905,-0.8217145687300537,0.27223516815893445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,337.58
0.3481708616446198,-0.0613310352928631,-0.07974131482171885,-1.6738189849021405,-0.7037926675095278,-0.008797483013923753,-1.843964338642594,-0.875190806274021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2073.74
-0.5467454737881378,0.9418017612169223,1.544246237366092,-0.04503689300041193,0.1752800314041623,-0.18818420315555093,-0.10552411826865131,0.22307554780910865,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,104.4
-0.5911186939288978,0.6369677502455648,0.7923294449945841,-0.31876684646186804,-0.5593922794038687,-0.2853292138473801,-0.7987411940529157,0.19425204008664262,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,64.1
-0.13309049286152327,-0.40393028296206873,0.15022345552855246,0.17864943827066848,-0.8807705462691218,-0.25075469744099266,-0.06922830512504605,-0.2089522296206067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,468.72
-0.1444455036141149,-1.3334216239614445,-0.5968020892268344,-0.7996072526063822,-0.5822737565910449,-1.0911918268622394,-0.7847165405367522,-0.2610145481796366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1313.79
-0.49031073909809075,0.03529061853347043,0.2046821398966934,1.6126058315049436,0.6816244977907625,2.3061634503811015,0.07794191904033056,0.052987435830569043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,235.12
-0.4481140940447636,-0.6246104517035534,-0.6447609677464259,0.4254862359244313,-0.35015215634491625,-1.0495706462654413,-0.3475092413001407,0.058573479670703504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,177.04
-0.5432322558360386,-0.7411311450356362,0.096472381440793,1.7358647415416035,-0.21258804813069668,-0.303709388981991,0.05235725862484683,0.22558894128663948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.21
-0.3990803412543757,-0.8393433996490898,0.4586934470428199,0.13804865771966393,-0.4572357007805822,1.2524537136284553,-0.9527344774602027,0.12697066187022085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,168.82
-0.4459058562622694,-0.108895558056893,0.6748950686760742,-0.6651064993886964,-1.2758267003622068,-1.4322586047789605,-1.03901012547194,0.09526869100531131,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,137.16
-0.18418967170254305,-0.3265892011574277,0.0004461136202641357,1.199152334590209,0.11214161230650277,-0.16522166422810627,0.8372219797580174,-0.11651961233196627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,803.0
